sample_id,iterations_to_verify,final_verdict,epr_history_explainer,epr_history_verifier,xai_method,llm_pair,Mutated
error_152_InsertHallucination,3,accept,"[0.5306849479675293, 0.2450484186410904, 0.2252149134874344, 0.2919456660747528]","[0.9198307991027832, 1.4287570714950562, 0.990415632724762, 0.9613768458366394]",LIME,qwen_gpt,False
error_20_NegateRelation,2,accept,"[0.6678049564361572, 0.40107446908950806, 0.4782492518424988]","[1.0354424715042114, 1.2571524381637573, 1.0728344917297363]",Integrated Gradients,qwen_gpt,False
error_178_SwapMinorFeature,2,accept,"[0.6535152196884155, 0.7892217040061951, 0.4797847867012024]","[1.1634207963943481, 1.2122931480407715, 1.187361717224121]",LIME,qwen_gpt,False
error_52_OmitFeature,4,accept,"[0.6758190989494324, 0.5667614340782166, 0.44021427631378174, 0.7132803797721863, 0.7945423126220703]","[1.0872564315795898, 1.0814696550369263, 1.2128336429595947, 0.9277384281158447, 0.7660328149795532]",Integrated Gradients,qwen_gpt,False
error_100_NegateRelation,2,accept,"[0.5021044015884399, 0.2838866114616394, 0.44937947392463684]","[1.2161754369735718, 1.2515499591827393, 1.1056854724884033]",LIME,qwen_gpt,False
error_63_InsertHallucination,10,reject,"[0.7410068511962891, 0.38271698355674744, 0.7521788477897644, 0.3107096254825592, 0.6042772531509399, 0.41999363899230957, 0.7429155111312866, 0.6344392895698547, 0.5982877612113953, 0.63376784324646, 0.6406604647636414]","[1.0558764934539795, 1.2086119651794434, 1.1599465608596802, 1.2364546060562134, 1.312696099281311, 1.278616189956665, 1.3473281860351562, 1.0160185098648071, 1.1858601570129395, 0.8799749612808228, 1.1247403621673584]",Integrated Gradients,qwen_gpt,False
error_12_InsertHallucination,1,accept,"[0.5675106644630432, 0.45586520433425903]","[0.9444091320037842, 0.9399038553237915]",LIME,qwen_gpt,False
error_44_InsertHallucination,3,accept,"[0.6661834716796875, 0.61411052942276, 0.43793243169784546, 0.6067792177200317]","[1.0714290142059326, 0.9408141374588013, 0.6571318507194519, 0.9571822285652161]",EBM,qwen_gpt,False
error_70_OmitFeature,1,accept,"[0.641365647315979, 0.5798590183258057]","[1.0804429054260254, 0.6482295393943787]",EBM,qwen_gpt,False
error_199_InsertHallucination,2,accept,"[0.5506266951560974, 0.3245982825756073, 0.5277563333511353]","[1.268362283706665, 0.8393496870994568, 0.9694263339042664]",LIME,qwen_gpt,False
error_80_OmitFeature,3,accept,"[0.7431467175483704, 0.45117947459220886, 0.7070813179016113, 0.4655192792415619]","[1.0643268823623657, 1.3138128519058228, 0.9639530777931213, 0.6886239051818848]",EBM,qwen_gpt,False
error_79_SwapTopFeature,1,accept,"[0.7114267349243164, 0.3764932453632355]","[1.0620495080947876, 0.904272735118866]",LIME,qwen_gpt,False
error_144_SwapMinorFeature,4,accept,"[0.6094314455986023, 0.36706510186195374, 0.49467742443084717, 0.6792182922363281, 0.40095239877700806]","[1.2402222156524658, 1.1582242250442505, 1.1046587228775024, 1.1306191682815552, 1.1005371809005737]",LIME,qwen_gpt,False
error_81_InsertHallucination,1,accept,"[0.7827090620994568, 0.5160823464393616]","[0.909915566444397, 0.9465221166610718]",Grad-Cam++,qwen_gpt,False
error_120_NegateRelation,1,accept,"[0.6832426190376282, 0.4806104004383087]","[0.869283139705658, 0.6379646062850952]",Integrated Gradients,qwen_gpt,False
error_87_OmitFeature,1,accept,"[0.6329941749572754, 0.36262521147727966]","[0.952377438545227, 1.0045206546783447]",LIME,qwen_gpt,False
gradcampp_sample2_output_explanation_mut4,1,accept,"[1.1, 0.43951600790023804]","[1.0, 0.8329052925109863]",Grad-Cam++,qwen_gpt,True
gradcampp_sample2_output_explanation_mut6,1,accept,"[1.1, 0.3302946388721466]","[1.0, 0.789571225643158]",Grad-Cam++,qwen_gpt,True
gradcampp_sample2_output_explanation_mut3,1,accept,"[1.1, 0.7528744339942932]","[1.0, 0.755765438079834]",Grad-Cam++,qwen_gpt,True
gradcampp_sample2_output_explanation_mut5,1,accept,"[1.1, 0.6528834700584412]","[1.0, 0.9766944050788879]",Grad-Cam++,qwen_gpt,True
gradcampp_sample2_output_explanation_mut2,1,accept,"[1.1, 0.5223087072372437]","[1.0, 0.8727049231529236]",Grad-Cam++,qwen_gpt,True
gradcampp_sample2_output_explanation_mut1,1,accept,"[1.1, 0.7519329190254211]","[1.0, 0.891230046749115]",Grad-Cam++,qwen_gpt,True
int_gradients_sample198_output_explanation_mut4,4,accept,"[1.1, 0.8899024724960327, 0.41271740198135376, 0.5703067779541016, 0.3219089210033417]","[1.0, 0.9541815519332886, 0.7703922986984253, 0.6614646315574646, 1.0747060775756836]",Integrated Gradients,qwen_gpt,True
int_gradients_sample198_output_explanation_mut6,10,reject,"[1.1, 0.37584900856018066, 0.4995688199996948, 0.43431711196899414, 0.3412279784679413, 0.419016569852829, 0.40159520506858826, 0.3455991744995117, 0.3452877700328827, 0.46897274255752563, 0.46884313225746155]","[1.0, 0.8321805000305176, 0.6972283720970154, 0.9132010340690613, 0.9918082356452942, 1.0170944929122925, 0.7546555399894714, 0.7627108097076416, 0.7704448699951172, 0.8531400561332703, 0.6485083103179932]",Integrated Gradients,qwen_gpt,True
int_gradients_sample198_output_explanation_mut3,3,accept,"[1.1, 0.4745267331600189, 0.5364558696746826, 0.49157941341400146]","[1.0, 0.929227888584137, 0.884680449962616, 1.019122838973999]",Integrated Gradients,qwen_gpt,True
int_gradients_sample198_output_explanation_mut1,8,accept,"[1.1, 0.2589554786682129, 0.5208621621131897, 0.4597340226173401, 0.7123897075653076, 0.4983772039413452, 0.5739192366600037, 0.34487947821617126, 0.29930418729782104]","[1.0, 1.1496385335922241, 0.953698992729187, 0.825689971446991, 1.1506811380386353, 1.0716180801391602, 0.83626788854599, 0.8903091549873352, 0.926689624786377]",Integrated Gradients,qwen_gpt,True
int_gradients_sample198_output_explanation_mut5,1,accept,"[1.1, 0.2313004583120346]","[1.0, 0.8006352186203003]",Integrated Gradients,qwen_gpt,True
int_gradients_sample198_output_explanation_mut2,1,accept,"[1.1, 0.3808988332748413]","[1.0, 1.1284117698669434]",Integrated Gradients,qwen_gpt,True
LIME_diamonds.out_explanation_mut4,6,accept,"[1.1, 0.7728834748268127, 0.5466969013214111, 0.5946486592292786, 0.6756986379623413, 0.6442573666572571, 0.6046367883682251]","[1.0, 1.136049509048462, 1.0901904106140137, 1.3277517557144165, 1.1075975894927979, 1.0326482057571411, 0.7802869081497192]",LIME,qwen_gpt,True
LIME_diamonds.out_explanation_mut3,1,accept,"[1.1, 0.44574224948883057]","[1.0, 1.2836973667144775]",LIME,qwen_gpt,True
LIME_diamonds.out_explanation_mut1,1,accept,"[1.1, 0.8242785930633545]","[1.0, 1.1850069761276245]",LIME,qwen_gpt,True
LIME_diamonds.out_explanation_mut5,7,accept,"[1.1, 0.9804061055183411, 0.5562068223953247, 4.188142099792458e-08, 0.4427415132522583, 0.4627927839756012, 2.3999087161996613e-08, 0.4244108498096466]","[1.0, 1.2378764152526855, 1.4212192296981812, 0.7906330227851868, 1.0695213079452515, 1.2375298738479614, 1.0722712278366089, 1.2373111248016357]",LIME,qwen_gpt,True
LIME_diamonds.out_explanation_mut2,2,accept,"[1.1, 0.5026525855064392, 0.638423502445221]","[1.0, 1.2938019037246704, 1.249816656112671]",LIME,qwen_gpt,True
LIME_diamonds.out_explanation_mut6,1,accept,"[1.1, 0.4701424241065979]","[1.0, 1.1862820386886597]",LIME,qwen_gpt,True
wine.EBM.out_explanation_mut4,1,accept,"[1.1, 0.33572301268577576]","[1.0, 0.6982574462890625]",EBM,qwen_gpt,True
wine.EBM.out_explanation_mut5,4,accept,"[1.1, 0.39670079946517944, 1.7876677915751316e-08, 0.2865733802318573, 0.4661175310611725]","[1.0, 1.310134768486023, 0.9492051005363464, 1.0469104051589966, 0.8415125012397766]",EBM,qwen_gpt,True
wine.EBM.out_explanation_mut6,1,accept,"[1.1, 0.15104630589485168]","[1.0, 0.978831946849823]",EBM,qwen_gpt,True
wine.EBM.out_explanation_mut3,3,accept,"[1.1, 0.26207396388053894, 1.0342246170580438e-08, 0.3731561601161957]","[1.0, 1.2697172164916992, 0.67699134349823, 1.1330848932266235]",EBM,qwen_gpt,True
wine.EBM.out_explanation_mut2,2,accept,"[1.1, 0.6177893280982971, 0.3874709904193878]","[1.0, 0.8637107014656067, 1.2228918075561523]",EBM,qwen_gpt,True
wine.EBM.out_explanation_mut1,1,accept,"[1.1, 0.4070088565349579]","[1.0, 1.1280102729797363]",EBM,qwen_gpt,True
shap_acs_output_explanation_mut2,5,accept,"[1.1, 3.490728772703733e-08, 0.11972824484109879, 0.23297341167926788, 0.4352220296859741, 0.44688141345977783]","[1.0, 0.9350759983062744, 1.1908825635910034, 1.28846275806427, 1.2888703346252441, 0.9879266619682312]",SHAP,qwen_gpt,True
shap_acs_output_explanation_mut6,1,accept,"[1.1, 0.44951775670051575]","[1.0, 0.776549756526947]",SHAP,qwen_gpt,True
shap_acs_output_explanation_mut3,3,accept,"[1.1, 3.3579681257833727e-07, 0.2930818796157837, 0.44467100501060486]","[1.0, 0.9343243837356567, 1.1796759366989136, 1.0799869298934937]",SHAP,qwen_gpt,True
shap_acs_output_explanation_mut5,2,accept,"[1.1, 0.03233131393790245, 0.30427953600883484]","[1.0, 1.2241731882095337, 1.0151188373565674]",SHAP,qwen_gpt,True
shap_acs_output_explanation_mut4,3,accept,"[1.1, 0.3320205807685852, 0.41118064522743225, 0.16400527954101562]","[1.0, 0.7613544464111328, 1.1467573642730713, 0.9774846434593201]",SHAP,qwen_gpt,True
shap_acs_output_explanation_mut1,3,accept,"[1.1, 0.35521888732910156, 0.4080826938152313, 0.4616323411464691]","[1.0, 1.3552018404006958, 0.7033922076225281, 0.9881604313850403]",SHAP,qwen_gpt,True
error_91_OmitFeature,1,accept,"[0.5435, 0.5465487241744995]","[0.6044608950614929, 0.9237445592880249]",LIME,deep_qwen,False
error_187_InsertHallucination,2,accept,"[0.6837, 0.44591644406318665, 0.49318474531173706]","[0.6090130805969238, 0.7441160678863525, 1.2663062810897827]",Integrated Gradients,deep_qwen,False
error_180_InsertHallucination,2,accept,"[0.7844, 0.6511467695236206, 0.5299227237701416]","[0.6350065469741821, 1.006809949874878, 0.7503658533096313]",Integrated Gradients,deep_qwen,False
error_44_InsertHallucination,2,accept,"[0.7524, 0.591654360294342, 0.40276676416397095]","[0.5983629822731018, 1.2194725275039673, 0.5492939352989197]",Integrated Gradients,deep_qwen,False
error_188_NegateRelation,1,accept,"[0.8066, 0.601700484752655]","[0.5190352201461792, 0.9644574522972107]",Integrated Gradients,deep_qwen,False
error_158_NegateRelation,4,accept,"[0.6951, 0.4390121400356293, 0.5611124038696289, 0.5549600124359131, 0.4567893147468567]","[0.5553457736968994, 1.0021270513534546, 0.9453742504119873, 1.0153051614761353, 0.5659345984458923]",Integrated Gradients,deep_qwen,False
error_29_NegateRelation,2,accept,"[0.7885, 0.8453973531723022, 0.5864505767822266]","[0.5871897339820862, 1.2279032468795776, 1.0135753154754639]",LIME,deep_qwen,False
error_49_InsertHallucination,4,accept,"[0.7965, 0.25755423307418823, 0.5198396444320679, 0.7565562725067139, 0.6844614148139954]","[0.54170161485672, 1.0169435739517212, 1.1125494241714478, 0.7731740474700928, 1.0358188152313232]",Integrated Gradients,deep_qwen,False
error_2_SwapMinorFeature,1,accept,"[0.5248, 0.5763148665428162]","[0.4745161831378937, 0.8574641346931458]",SHAP,deep_qwen,False
error_1_OmitFeature,1,accept,"[0.5733, 0.4878160357475281]","[0.577697217464447, 0.8321876525878906]",EBM,deep_qwen,False
error_179_InsertHallucination,1,accept,"[0.7334, 0.713241696357727]","[0.6403743028640747, 1.0687061548233032]",Integrated Gradients,deep_qwen,False
error_47_NegateRelation,1,accept,"[0.6875, 0.30018675327301025]","[0.5558478832244873, 0.9574939012527466]",LIME,deep_qwen,False
error_27_InsertHallucination,2,accept,"[0.5098, 0.7106465697288513, 0.49006083607673645]","[0.5291441082954407, 1.3008818626403809, 1.0788414478302002]",LIME,deep_qwen,False
error_102_InsertHallucination,4,accept,"[0.5864, 0.2730488181114197, 0.49744507670402527, 0.1291455775499344, 0.30438095331192017]","[0.6018210053443909, 1.385155439376831, 1.2668447494506836, 0.8684977293014526, 1.1228116750717163]",LIME,deep_qwen,False
error_101_InsertHallucination,1,accept,"[0.6246, 0.445717453956604]","[0.5952996015548706, 0.9554648995399475]",Integrated Gradients,deep_qwen,False
error_35_OmitFeature,2,accept,"[0.6618, 0.6981781721115112, 0.23972956836223602]","[0.630568265914917, 1.1078215837478638, 1.2765637636184692]",EBM,deep_qwen,False
error_173_InsertHallucination,2,accept,"[0.8179, 0.6050633788108826, 0.7466474771499634]","[0.6207791566848755, 1.1609553098678589, 1.0972206592559814]",Integrated Gradients,deep_qwen,False
error_77_InsertHallucination,2,accept,"[0.6282, 0.5097308158874512, 0.2465469241142273]","[0.6594523787498474, 1.1145986318588257, 0.7875097990036011]",Integrated Gradients,deep_qwen,False
error_58_InsertHallucination,2,accept,"[0.7163, 0.11261692643165588, 0.5274362564086914]","[0.6227971911430359, 0.9084811806678772, 0.8705540895462036]",Integrated Gradients,deep_qwen,False
error_46_InsertHallucination,1,accept,"[0.774, 0.6373078227043152]","[0.6447749733924866, 0.8547828197479248]",Integrated Gradients,deep_qwen,False
error_12_NegateRelation,1,accept,"[0.7217, 0.6601571440696716]","[0.6940116882324219, 1.1428192853927612]",LIME,deep_qwen,False
error_200_InsertHallucination,1,accept,"[0.7203, 0.5363348126411438]","[0.7103313207626343, 0.8081921935081482]",Integrated Gradients,deep_qwen,False
error_157_InsertHallucination,3,accept,"[0.7328, 0.06886964291334152, 0.721998929977417, 0.4883578419685364]","[0.5570169687271118, 1.0896910429000854, 1.0493046045303345, 1.0881551504135132]",Integrated Gradients,deep_qwen,False
error_61_InsertHallucination,2,accept,"[0.6605, 0.3558603525161743, 0.27756839990615845]","[0.5724493861198425, 1.0913692712783813, 0.7270812392234802]",Integrated Gradients,deep_qwen,False
error_87_InsertHallucination,1,accept,"[0.7036, 0.6274665594100952]","[0.5089246034622192, 0.5830942392349243]",Integrated Gradients,deep_qwen,False
gradcampp_sample2_output_explanation_mut4,1,accept,"[1.1, 0.6068522930145264]","[1.0, 1.0331578254699707]",Grad-Cam++,deep_qwen,True
gradcampp_sample2_output_explanation_mut6,1,accept,"[1.1, 0.2556484341621399]","[1.0, 0.9119443893432617]",Grad-Cam++,deep_qwen,True
gradcampp_sample2_output_explanation_mut3,1,accept,"[1.1, 0.5388206243515015]","[1.0, 0.7394550442695618]",Grad-Cam++,deep_qwen,True
gradcampp_sample2_output_explanation_mut5,2,accept,"[1.1, 0.7577303051948547, 0.5952226519584656]","[1.0, 1.1189253330230713, 0.9161950945854187]",Grad-Cam++,deep_qwen,True
gradcampp_sample2_output_explanation_mut2,1,accept,"[1.1, 0.6670807003974915]","[1.0, 0.765847384929657]",Grad-Cam++,deep_qwen,True
gradcampp_sample2_output_explanation_mut1,1,accept,"[1.1, 0.6067344546318054]","[1.0, 1.0019781589508057]",Grad-Cam++,deep_qwen,True
int_gradients_sample198_output_explanation_mut4,8,accept,"[1.1, 0.4374862015247345, 0.2861105799674988, 0.3022812604904175, 0.4726638197898865, 0.4033237397670746, 0.5544899702072144, 0.6244577765464783, 0.2658686339855194]","[1.0, 1.1237515211105347, 1.2022271156311035, 0.9918692111968994, 0.8350039124488831, 0.7509006261825562, 0.7093965411186218, 0.9806497693061829, 0.579857587814331]",Integrated Gradients,deep_qwen,True
int_gradients_sample198_output_explanation_mut6,3,accept,"[1.1, 0.24331450462341309, 0.29947295784950256, 0.23039734363555908]","[1.0, 1.07175874710083, 0.8879182934761047, 0.8402174711227417]",Integrated Gradients,deep_qwen,True
int_gradients_sample198_output_explanation_mut3,10,reject,"[1.1, 0.45539993047714233, 0.42780905961990356, 0.4485262930393219, 0.4487385153770447, 0.4190243184566498, 0.3150328993797302, 0.5133281350135803, 0.39171355962753296, 0.3895089328289032, 0.3438640534877777]","[1.0, 0.6550390124320984, 0.9763767123222351, 0.71269690990448, 0.5729113221168518, 0.698401689529419, 0.982518196105957, 0.9248154759407043, 0.7075037360191345, 1.1210967302322388, 0.8382806181907654]",Integrated Gradients,deep_qwen,True
int_gradients_sample198_output_explanation_mut1,5,accept,"[1.1, 0.2622389793395996, 0.44936037063598633, 0.3440408408641815, 0.7156395316123962, 0.29696276783943176]","[1.0, 1.1259524822235107, 0.9041805863380432, 0.9795287251472473, 1.0055056810379028, 0.5978468060493469]",Integrated Gradients,deep_qwen,True
int_gradients_sample198_output_explanation_mut5,10,reject,"[1.1, 0.6337220668792725, 0.41424107551574707, 0.35864245891571045, 0.4803151786327362, 0.3823203444480896, 0.42720574140548706, 0.26080018281936646, 0.4731736481189728, 0.5123948454856873, 0.40330880880355835]","[1.0, 1.2245376110076904, 0.9287271499633789, 0.7149243950843811, 0.6772587299346924, 0.8358404636383057, 0.5619085431098938, 1.1008944511413574, 1.211126685142517, 0.6106215119361877, 0.616117000579834]",Integrated Gradients,deep_qwen,True
int_gradients_sample198_output_explanation_mut2,3,accept,"[1.1, 0.7201521396636963, 0.35059764981269836, 0.3982708156108856]","[1.0, 1.1293373107910156, 0.7905650734901428, 0.9547826051712036]",Integrated Gradients,deep_qwen,True
LIME_diamonds.out_explanation_mut4,2,accept,"[1.1, 0.9620044827461243, 0.5370303392410278]","[1.0, 1.2022649049758911, 0.86192387342453]",LIME,deep_qwen,True
LIME_diamonds.out_explanation_mut3,3,accept,"[1.1, 1.1543793678283691, 0.9401351809501648, 0.4191700518131256]","[1.0, 1.097010850906372, 1.2742046117782593, 1.0036611557006836]",LIME,deep_qwen,True
LIME_diamonds.out_explanation_mut1,6,accept,"[1.1, 0.7062904238700867, 0.7144078016281128, 0.4700819253921509, 0.48689115047454834, 0.6520403623580933, 0.6757500171661377]","[1.0, 1.1998841762542725, 1.1550863981246948, 1.2259441614151, 1.2288262844085693, 1.0932835340499878, 1.046987771987915]",LIME,deep_qwen,True
LIME_diamonds.out_explanation_mut5,5,accept,"[1.1, 0.6315973997116089, 0.48595765233039856, 4.247305085414155e-08, 2.1280596840256294e-08, 0.6072436571121216]","[1.0, 1.1890579462051392, 1.1470491886138916, 0.9742847681045532, 0.9524018168449402, 1.1237517595291138]",LIME,deep_qwen,True
LIME_diamonds.out_explanation_mut2,4,accept,"[1.1, 1.0955754518508911, 0.656486451625824, 1.5698837785294018e-08, 0.4992217421531677]","[1.0, 0.9875653386116028, 1.0623798370361328, 0.9673622250556946, 0.9897032380104065]",LIME,deep_qwen,True
LIME_diamonds.out_explanation_mut6,1,accept,"[1.1, 0.5388265252113342]","[1.0, 1.183288812637329]",LIME,deep_qwen,True
wine.EBM.out_explanation_mut4,2,accept,"[1.1, 0.49953603744506836, 0.30821487307548523]","[1.0, 1.199770450592041, 1.1305227279663086]",EBM,deep_qwen,True
wine.EBM.out_explanation_mut5,2,accept,"[1.1, 0.4230371117591858, 0.45282018184661865]","[1.0, 0.9904155135154724, 1.0046104192733765]",EBM,deep_qwen,True
wine.EBM.out_explanation_mut6,1,accept,"[1.1, 0.17637410759925842]","[1.0, 1.2389366626739502]",EBM,deep_qwen,True
wine.EBM.out_explanation_mut3,7,accept,"[1.1, 0.8937798738479614, 0.3993925452232361, 2.5283011240162523e-08, 0.2121145874261856, 0.39159923791885376, 1.394960413847457e-08, 0.19975081086158752]","[1.0, 1.2332745790481567, 1.1394212245941162, 0.8518012166023254, 1.2404087781906128, 1.2018764019012451, 0.7284604907035828, 1.0873252153396606]",EBM,deep_qwen,True
wine.EBM.out_explanation_mut2,1,accept,"[1.1, 0.8558167815208435]","[1.0, 1.2111339569091797]",EBM,deep_qwen,True
wine.EBM.out_explanation_mut1,5,accept,"[1.1, 0.6574926972389221, 3.1899975994065244e-08, 2.3179190122846194e-08, 1.784210468258607e-08, 0.13482962548732758]","[1.0, 1.20986807346344, 1.0300922393798828, 0.8753963112831116, 0.7733827233314514, 0.873177707195282]",EBM,deep_qwen,True
shap_acs_output_explanation_mut2,1,accept,"[1.1, 0.33803752064704895]","[1.0, 0.7890872955322266]",SHAP,deep_qwen,True
shap_acs_output_explanation_mut6,2,accept,"[1.1, 0.23710215091705322, 0.22942034900188446]","[1.0, 1.0128207206726074, 0.8841230869293213]",SHAP,deep_qwen,True
shap_acs_output_explanation_mut3,2,accept,"[1.1, 0.7524291276931763, 0.32873108983039856]","[1.0, 1.0852912664413452, 1.030525803565979]",SHAP,deep_qwen,True
shap_acs_output_explanation_mut5,5,accept,"[1.1, 0.25715410709381104, 0.5834766626358032, 0.3584972023963928, 0.35739925503730774, 0.3029657006263733]","[1.0, 0.8584786057472229, 1.0404521226882935, 1.2905815839767456, 1.3597030639648438, 1.1289173364639282]",SHAP,deep_qwen,True
shap_acs_output_explanation_mut4,2,accept,"[1.1, 0.8323445320129395, 0.3427707254886627]","[1.0, 1.3023608922958374, 0.9412440061569214]",SHAP,deep_qwen,True
shap_acs_output_explanation_mut1,2,accept,"[1.1, 0.3156207501888275, 0.4554935693740845]","[1.0, 0.9484720826148987, 0.6735844016075134]",SHAP,deep_qwen,True
